study_hours,previous_marks,practice_hours,sleep_hours,mobile_usage,final_score
5.5,37.6,3.3,9.7,8.2,50.59
11.8,58.5,7.9,6.4,2.2,100.0
5.9,88.7,3.8,5.2,3.4,71.92
3.9,80.6,4.4,7.3,2.2,67.06
7.6,64.9,4.2,4.7,4.5,75.14
2.9,38.6,2.6,5.7,8.9,19.45
0.9,62.7,0.6,5.2,3.5,23.01
1.5,65.5,7.2,6.4,3.7,67.69
1.5,95.4,6.4,4.7,8.6,51.16
1.8,76.7,1.1,4.2,5.2,29.72
1.7,55.3,6.2,7.9,5.4,58.05
7.7,69.1,5.0,7.7,8.6,67.95
2.2,39.3,3.3,8.3,4.9,52.51
4.1,98.2,2.0,8.0,6.8,56.0
10.8,58.4,6.9,4.7,0.9,100.0
5.7,66.1,5.6,5.7,1.8,70.23
8.0,58.1,4.4,4.8,4.0,67.63
2.1,79.4,4.9,9.1,4.9,58.76
2.3,78.0,0.7,8.5,9.7,23.13
0.5,81.5,3.8,5.2,9.7,32.9
2.0,52.4,1.5,6.0,8.5,25.52
3.3,55.5,1.7,9.8,3.2,52.85
2.1,43.1,5.3,7.6,9.6,35.25
1.1,77.6,7.3,8.8,6.9,61.81
1.4,37.6,3.2,5.6,3.9,39.83
5.5,73.8,1.7,5.3,7.0,56.29
2.5,91.5,5.2,8.7,0.2,85.5
4.4,92.9,7.0,8.1,1.5,100.0
6.0,64.2,6.0,8.1,8.3,69.49
8.3,64.9,7.0,7.3,6.5,89.79
0.5,40.0,4.3,7.4,3.6,35.68
9.6,78.6,6.0,8.4,5.0,95.27
7.5,88.4,1.1,5.6,9.1,52.32
1.0,50.9,2.8,6.1,6.3,35.18
10.5,62.4,3.1,9.2,4.0,81.65
11.1,89.5,4.1,5.9,1.2,94.26
0.7,92.0,7.4,7.3,2.9,75.41
3.3,50.8,7.0,8.2,9.8,58.03
9.7,70.8,1.1,10.0,4.4,67.96
9.0,47.5,1.4,6.6,4.7,52.84
2.2,41.6,2.9,6.6,5.0,36.84
2.5,94.2,2.3,9.1,8.8,45.69
4.4,88.3,4.9,8.8,6.0,75.58
5.8,84.4,7.2,8.4,6.9,78.7
7.4,38.2,7.7,6.8,3.9,81.75
4.4,89.8,5.2,5.9,0.3,91.91
5.6,63.5,6.7,7.7,9.3,59.66
9.0,57.3,4.2,9.3,9.5,74.54
0.4,70.5,1.7,9.3,9.5,19.54
3.0,40.9,4.2,4.7,9.4,32.76
8.6,84.2,4.4,6.6,8.2,72.61
10.7,72.9,5.9,6.8,6.8,85.29
6.1,47.1,1.8,9.9,8.4,42.0
6.4,47.2,2.9,8.1,6.0,57.54
1.3,47.0,2.9,6.4,1.3,45.02
5.4,38.7,7.7,4.2,3.9,75.94
6.4,73.2,3.6,7.4,9.7,62.1
2.9,89.6,6.0,4.6,3.5,65.74
3.2,36.1,6.0,9.0,8.7,41.05
4.5,38.2,2.1,8.5,0.9,49.65
0.2,72.2,4.6,6.8,3.3,48.27
3.9,88.3,7.2,6.6,3.5,90.73
2.5,56.2,3.8,9.4,0.5,68.77
3.9,57.7,7.6,5.7,1.2,78.87
1.4,73.8,1.7,5.5,1.9,45.17
10.7,52.8,0.6,9.6,8.4,65.3
7.1,36.7,7.1,8.9,0.6,100.0
8.1,82.8,6.8,8.9,3.0,100.0
9.5,75.7,7.9,5.2,0.1,100.0
6.0,72.7,5.4,4.9,7.0,66.73
1.0,83.2,7.5,4.2,6.2,65.09
6.4,78.9,6.6,5.4,6.4,78.94
7.0,48.4,6.8,8.6,3.7,88.67
8.9,57.9,4.6,5.4,2.1,85.15
5.2,43.2,3.1,8.4,7.2,40.45
1.5,43.4,7.5,5.5,8.1,40.96
3.4,79.0,3.5,6.4,1.4,65.74
4.4,90.8,4.3,9.9,4.9,81.31
7.8,97.6,3.6,5.5,2.5,83.03
6.8,75.8,4.5,6.3,1.7,86.01
4.3,47.0,3.8,5.8,7.3,43.87
11.8,41.9,0.4,4.7,5.4,65.0
7.3,87.8,7.1,6.9,2.2,100.0
2.8,72.6,3.6,6.3,3.1,49.14
1.2,75.2,4.7,8.2,9.7,45.15
1.8,85.8,1.1,8.9,8.5,45.72
3.0,80.7,0.0,7.3,8.8,32.01
1.9,89.2,2.0,4.2,4.6,39.48
2.2,38.7,5.6,7.7,6.2,41.74
3.4,83.6,0.8,4.3,3.8,39.3
2.1,90.3,7.3,7.7,0.8,99.52
10.8,53.6,1.7,8.1,4.0,73.02
1.0,76.6,1.6,5.2,5.9,28.2
6.3,55.4,1.5,8.9,2.9,60.4
4.9,97.3,0.1,9.5,8.5,46.07
11.8,37.2,6.2,8.9,1.5,100.0
1.3,72.7,7.0,5.8,3.7,61.07
4.8,45.8,4.9,7.5,1.2,77.03
11.6,81.3,1.5,9.5,4.0,89.97
10.4,46.4,2.3,5.9,0.4,85.98
9.8,50.3,3.8,8.9,2.7,93.42
3.1,67.1,7.6,4.1,4.0,70.51
2.1,94.5,2.0,4.0,4.8,43.5
8.0,48.8,5.9,8.6,5.4,79.91
11.2,44.4,3.5,8.6,2.7,86.47
6.7,84.3,2.4,8.7,5.2,61.82
6.9,67.5,3.6,9.6,5.1,80.89
3.4,94.3,0.6,4.7,3.2,50.63
9.2,44.5,6.4,5.4,8.3,64.46
2.2,77.0,1.9,9.4,5.5,37.21
3.9,50.1,5.8,5.1,3.3,50.8
5.1,45.2,0.5,8.1,9.5,30.27
6.1,79.4,7.6,7.2,8.5,76.0
2.9,73.6,1.5,4.5,9.8,22.19
1.4,84.1,7.1,5.7,6.9,63.68
7.3,55.1,6.5,7.1,3.8,81.2
3.5,64.1,7.7,9.1,2.8,87.47
7.0,61.4,3.8,8.2,6.6,65.57
1.9,99.0,5.8,7.7,9.8,56.83
5.8,54.0,3.0,7.0,6.3,44.34
6.4,54.2,1.5,5.8,8.8,33.17
0.6,58.0,3.5,4.7,3.3,42.71
4.0,71.7,1.3,6.5,4.1,44.88
1.6,51.4,7.9,4.2,9.1,51.02
0.8,94.5,0.8,5.3,7.6,39.81
11.9,52.3,4.7,6.6,9.8,76.49
3.9,93.2,5.0,6.5,7.7,70.58
9.7,41.7,4.3,4.3,4.5,73.6
3.1,77.7,5.3,7.5,5.3,62.52
8.2,94.0,0.9,7.3,9.0,58.8
9.1,46.0,4.4,4.5,5.5,77.07
7.1,97.9,2.3,9.7,2.6,83.15
5.7,64.4,7.5,4.6,4.4,73.64
4.9,96.5,6.1,9.1,5.2,80.8
4.2,79.0,7.8,4.0,1.0,87.36
11.2,54.6,0.3,9.3,7.4,56.79
10.0,47.2,2.3,4.1,1.1,81.29
11.6,54.7,1.6,8.5,4.0,79.63
1.5,41.0,0.1,6.2,8.0,14.11
8.8,44.4,1.9,8.4,4.7,61.45
11.3,41.8,5.4,6.4,8.4,68.73
2.2,62.5,1.8,4.4,3.4,31.73
0.8,86.7,4.1,8.6,9.6,37.91
8.9,44.2,7.1,4.4,2.1,90.81
6.9,43.5,5.6,9.5,0.4,91.22
10.1,76.8,3.2,4.3,8.7,68.8
1.7,47.8,3.0,6.9,7.5,22.39
9.5,41.3,3.6,8.3,2.3,80.15
2.4,45.8,1.4,6.4,9.8,10.9
2.0,95.0,5.1,5.3,5.0,64.36
2.0,88.4,2.9,8.6,9.5,44.54
9.8,58.0,6.8,8.7,5.1,89.74
8.0,77.6,6.1,9.5,4.7,99.4
6.3,69.9,4.9,6.3,4.5,84.96
4.3,79.0,2.9,7.0,3.3,67.62
10.5,79.4,1.7,6.2,5.3,73.98
4.7,75.9,6.2,5.5,4.5,72.28
9.8,52.3,3.9,8.5,0.4,91.76
5.3,37.5,1.8,6.0,2.6,43.72
4.5,64.6,1.6,6.6,2.1,56.77
5.6,92.9,1.3,6.4,8.7,42.42
3.6,72.0,6.2,8.3,6.0,59.75
9.0,89.1,1.8,9.5,7.6,73.48
6.0,99.5,4.2,8.0,9.6,67.13
2.8,45.6,3.6,6.8,6.4,36.7
10.8,80.0,4.6,8.7,9.8,75.79
4.6,78.8,7.0,7.8,3.1,88.73
6.5,98.7,6.9,4.4,1.9,93.19
10.9,99.1,3.6,4.6,4.0,92.79
7.5,79.6,0.1,4.2,4.7,61.48
1.4,50.8,3.4,6.7,9.0,30.04
11.3,86.9,4.8,9.0,5.6,93.97
7.5,42.0,4.5,5.9,2.9,63.93
4.0,85.7,5.2,6.3,7.4,63.15
1.7,94.2,1.2,9.5,5.1,42.59
9.5,59.9,5.2,9.0,1.6,88.16
7.4,76.0,1.5,8.0,5.8,64.96
6.4,63.0,6.0,5.6,9.1,63.15
10.7,63.5,2.7,4.7,8.4,64.98
9.5,55.2,5.7,4.1,5.9,77.64
1.8,84.5,0.4,4.6,3.8,36.25
3.7,95.9,3.3,5.8,0.9,70.45
3.0,96.1,5.6,7.3,4.7,76.72
8.9,46.4,1.8,4.4,7.5,54.79
0.4,91.9,6.4,4.8,3.6,62.06
6.8,82.9,5.0,5.1,2.4,79.11
9.1,51.4,4.7,7.8,9.3,59.91
10.5,39.4,2.8,7.7,8.2,56.26
4.1,52.4,3.9,7.3,6.4,50.65
9.9,94.3,4.8,5.5,1.4,92.71
1.3,76.2,3.8,6.2,1.4,61.27
10.2,81.9,5.6,4.6,1.0,100.0
1.5,51.7,3.5,5.4,6.2,24.8
4.8,81.8,1.6,9.4,1.2,66.13
9.6,36.8,1.7,9.9,8.4,54.78
1.8,59.4,0.0,7.9,9.9,13.37
2.8,75.7,2.4,9.5,3.7,60.19
8.7,44.5,6.0,7.9,4.5,81.97
8.6,88.5,6.4,4.2,7.1,90.8
7.7,50.3,1.6,10.0,9.4,46.6
8.3,77.4,7.7,4.6,8.9,76.37
6.5,61.3,4.0,8.1,0.6,76.54
3.0,73.7,7.3,5.5,1.7,83.87
4.1,42.0,5.7,6.4,7.5,50.05
2.2,36.1,5.8,7.9,6.9,48.7
10.9,94.1,0.7,6.6,1.3,92.4
7.0,52.5,1.8,5.5,5.0,41.28
4.8,88.3,0.1,6.0,7.8,33.5
5.5,100.0,5.7,6.0,2.2,85.8
11.4,48.7,2.8,9.8,8.7,66.06
1.8,52.2,6.3,8.8,0.5,70.97
7.0,78.1,2.7,6.8,7.8,64.03
6.1,97.8,6.6,5.2,6.2,89.42
7.3,94.5,1.0,8.9,3.2,74.01
0.2,67.7,1.4,4.9,7.2,18.44
10.5,86.7,2.7,5.3,7.8,69.52
11.2,43.8,3.3,6.2,9.3,61.58
6.8,98.5,2.8,9.3,3.7,84.19
8.4,97.7,6.1,4.8,6.9,91.23
11.1,45.6,0.8,4.7,6.0,59.75
8.5,54.5,2.8,7.0,5.3,53.66
1.8,41.5,6.7,5.7,8.9,39.16
6.9,52.7,0.5,7.4,0.0,70.27
7.3,88.0,7.5,6.7,2.8,100.0
5.1,59.6,7.9,6.6,5.4,83.46
8.8,40.7,0.7,4.7,1.8,55.41
11.2,57.2,2.3,4.8,9.1,59.49
11.1,98.8,3.0,8.9,6.5,86.6
5.4,75.9,6.2,9.3,4.8,77.87
1.4,62.1,4.8,5.4,8.1,41.46
11.8,45.8,5.2,4.7,4.5,89.54
10.1,99.1,6.1,4.3,5.6,97.52
1.5,88.4,0.9,7.6,0.0,50.5
11.1,53.3,6.7,8.3,3.7,100.0
10.4,39.6,5.6,6.2,1.4,97.95
6.2,38.7,4.6,8.1,6.9,65.56
7.1,42.8,7.1,8.3,4.8,79.5
4.8,72.7,5.6,9.6,3.0,74.55
0.7,95.4,1.6,4.4,4.7,43.09
4.0,67.3,3.4,5.2,2.1,59.28
9.6,89.8,4.0,4.4,9.3,75.45
0.1,64.0,0.4,9.2,0.5,43.11
4.0,81.1,7.6,8.8,8.7,69.47
4.8,82.6,1.0,7.4,5.1,52.9
6.4,46.3,5.6,4.5,6.2,66.75
11.0,58.5,4.0,5.6,3.0,85.93
4.2,76.4,0.2,5.8,9.7,21.87
4.2,39.6,7.4,7.4,2.8,66.12
8.9,58.5,6.8,5.5,5.9,79.51
5.4,69.8,4.2,4.4,9.9,44.08
2.7,99.8,1.8,8.4,8.8,49.23
5.4,65.8,1.0,5.8,5.4,39.43
1.7,88.0,2.9,6.7,9.9,43.57
2.1,63.1,2.0,4.8,7.0,22.4
6.0,86.8,4.1,8.8,2.1,97.84
5.0,73.7,7.7,7.4,4.1,95.42
11.0,92.6,4.6,9.4,3.3,100.0
4.3,61.7,7.1,7.0,3.4,69.86
7.0,74.3,5.2,9.6,7.6,76.13
7.6,76.0,3.8,9.4,5.8,75.47
0.2,62.1,6.8,7.5,0.4,63.96
8.0,44.4,3.8,9.6,8.8,60.8
2.1,41.1,6.9,5.9,3.0,55.97
11.5,36.1,2.3,6.2,10.0,48.96
1.8,91.8,1.0,4.3,9.5,23.41
5.0,50.4,6.8,7.5,9.4,55.57
1.0,48.7,4.7,8.3,8.1,47.24
12.0,82.8,7.1,8.6,2.2,100.0
6.0,55.8,7.5,4.9,5.3,77.13
7.1,67.9,0.4,6.7,2.2,61.69
0.8,45.6,4.0,5.1,2.6,43.32
9.0,97.4,3.0,8.0,6.1,84.94
2.5,90.4,5.0,4.9,0.4,79.65
10.8,91.1,6.3,9.4,9.7,97.62
2.5,61.4,2.2,5.4,9.2,26.81
2.3,84.6,4.5,5.7,3.8,61.6
0.4,44.4,5.7,9.1,5.2,47.55
5.7,35.6,1.1,6.8,4.7,35.7
6.8,36.3,6.5,4.1,8.8,53.9
0.8,73.1,4.8,7.0,6.9,47.29
9.3,64.6,7.6,4.5,2.8,100.0
5.4,68.7,2.7,9.9,4.5,66.35
6.3,35.5,0.9,7.5,4.3,43.06
5.3,62.5,4.1,5.5,9.6,45.49
4.8,81.7,0.7,7.4,1.8,57.93
6.7,63.8,7.8,4.5,0.9,96.0
1.9,82.6,0.3,8.8,8.8,28.1
2.2,50.1,6.0,9.6,9.0,49.44
10.3,87.9,4.2,9.2,8.7,90.27
11.4,73.2,2.9,6.1,5.1,79.07
4.5,48.7,0.5,6.0,6.6,32.73
3.2,50.4,5.0,4.2,5.6,47.21
7.7,75.8,4.7,7.9,0.7,100.0
4.9,88.9,2.2,7.2,6.0,57.03
0.3,62.0,7.3,6.8,0.1,76.18
1.9,51.8,2.4,9.4,3.2,47.01
8.6,91.4,3.6,5.0,9.3,59.55
7.9,78.5,4.4,4.1,3.0,77.67
0.3,64.1,0.8,4.4,9.4,12.64
2.7,66.7,7.5,5.3,2.5,72.58
2.8,48.3,3.0,4.2,3.1,31.1
8.1,75.7,0.6,7.0,6.3,56.84
0.2,58.3,3.1,5.9,7.6,20.24
1.2,99.7,4.8,5.1,5.0,59.55
9.6,66.2,4.1,8.5,8.8,80.43
2.1,66.6,5.6,5.2,0.4,72.76
7.8,71.8,0.4,8.1,9.2,54.61
2.9,94.6,2.3,6.1,2.0,59.6
1.2,87.1,6.6,7.1,8.8,55.37
2.9,64.3,0.6,9.6,4.0,39.08
8.7,81.7,6.8,4.2,8.3,77.47
10.3,73.1,0.7,7.0,6.7,59.55
10.0,67.0,6.7,9.1,1.8,100.0
4.8,47.5,2.9,7.5,9.2,44.55
8.0,65.2,4.9,5.7,2.5,72.76
2.5,51.0,1.2,6.4,2.4,46.3
3.5,94.5,0.5,8.1,8.1,47.71
10.8,56.8,1.7,9.3,1.1,89.38
0.2,96.9,1.0,4.2,2.2,35.94
1.0,69.6,2.5,4.4,5.0,26.75
2.5,76.1,4.1,6.0,8.3,41.49
0.3,70.3,4.7,5.4,1.5,58.73
2.2,43.4,6.3,5.6,5.5,50.21
7.0,59.4,5.2,5.3,7.1,58.87
5.1,41.4,4.9,5.2,8.6,49.73
10.7,75.5,3.3,4.8,9.4,75.55
9.8,64.0,3.8,9.6,7.8,75.27
4.1,85.6,3.3,4.9,6.5,53.71
3.1,49.3,6.7,5.2,4.3,53.11
4.6,45.7,1.8,5.5,1.1,49.02
7.1,61.4,0.0,9.6,7.1,50.34
3.2,95.2,5.2,8.5,9.9,61.19
7.5,81.2,1.6,8.7,7.4,59.08
4.9,62.2,7.1,4.6,0.2,84.1
6.6,68.6,6.9,9.0,5.0,85.67
5.2,40.5,0.6,6.4,6.1,31.08
3.5,99.0,0.9,5.6,6.9,45.77
11.4,78.3,4.0,7.5,7.2,76.57
9.2,53.6,4.9,8.9,5.6,80.69
1.7,73.1,2.2,8.7,2.2,55.93
10.4,42.1,5.7,9.3,9.4,72.38
5.8,97.8,4.8,9.6,7.0,77.23
10.7,46.4,2.6,5.4,2.4,73.39
9.6,77.1,0.2,6.5,3.2,67.39
5.1,51.0,6.0,4.1,9.2,48.88
0.3,81.6,1.7,9.3,8.9,30.81
3.2,85.5,6.7,4.9,4.1,63.22
6.5,78.8,3.4,9.2,0.4,91.04
7.6,74.9,4.6,6.0,0.5,88.67
3.1,93.0,7.0,6.2,2.8,93.61
1.7,40.1,6.9,4.2,6.3,38.88
10.0,56.5,3.0,6.0,5.8,65.04
11.8,51.1,1.7,9.3,6.3,72.27
6.3,99.2,6.2,4.2,7.2,79.79
2.1,60.3,3.5,6.4,0.2,49.45
3.3,82.6,1.5,4.2,1.1,50.56
0.2,79.5,7.2,6.2,3.6,69.18
11.0,48.8,1.6,5.0,1.5,69.84
1.4,50.5,0.2,5.5,0.8,39.73
6.9,53.3,0.2,9.3,6.4,44.39
3.3,61.7,5.0,6.6,8.2,43.9
6.7,50.2,5.3,5.6,7.5,62.62
7.8,36.3,2.5,7.5,8.2,54.84
10.0,92.2,2.6,4.9,6.7,77.05
2.5,97.8,2.7,5.6,7.4,53.03
0.1,57.2,5.4,7.3,2.7,62.3
1.6,57.0,0.5,5.4,9.9,5.34
10.8,35.5,7.4,8.1,1.8,100.0
10.5,79.2,1.8,6.9,2.1,78.6
7.2,88.7,8.0,8.6,2.9,100.0
7.2,44.5,1.4,9.7,9.8,41.02
8.0,45.4,6.2,4.7,9.9,64.8
2.1,86.4,1.8,6.0,7.9,41.8
11.0,75.1,0.6,5.9,6.3,69.03
5.0,37.9,7.0,4.9,5.2,63.96
4.6,75.5,6.9,8.9,9.7,70.57
6.2,55.1,3.2,8.6,7.0,56.59
0.6,59.0,5.6,6.9,9.4,36.34
2.0,85.0,4.5,7.2,3.2,72.26
8.9,87.7,6.8,4.4,3.3,100.0
1.0,61.0,2.5,7.3,8.5,26.24
7.2,96.6,4.2,8.7,1.5,97.7
2.9,61.4,3.9,7.4,9.5,39.3
4.7,85.2,2.8,5.6,5.1,50.46
3.5,66.5,7.1,8.0,9.3,59.19
4.3,93.3,1.3,6.2,3.4,66.55
8.6,94.0,1.2,7.3,7.2,62.55
3.6,40.7,4.6,6.9,4.8,61.62
6.8,95.9,5.3,6.3,6.3,86.83
5.7,88.7,1.6,8.3,5.0,65.45
8.0,86.4,3.1,9.3,9.7,70.04
11.2,48.1,7.6,4.0,6.9,82.35
8.8,87.3,2.0,9.6,2.5,86.13
2.6,90.3,5.3,7.1,9.1,62.61
0.4,53.8,5.9,8.2,2.9,54.56
3.1,96.9,3.6,9.1,3.7,76.72
7.1,38.2,7.5,6.8,1.0,82.98
0.6,44.7,5.9,9.0,9.0,32.55
6.0,69.9,3.7,5.1,2.9,77.97
7.2,72.4,4.6,5.0,2.6,79.28
4.0,76.9,5.5,7.9,9.2,55.92
9.3,36.1,4.7,9.2,8.1,74.25
1.3,97.4,7.0,9.4,1.4,95.12
0.9,37.9,2.9,7.9,7.7,28.67
8.7,44.3,2.4,7.2,9.1,46.56
5.9,35.9,1.7,6.0,0.8,52.83
8.3,71.8,0.3,9.9,8.3,56.29
5.2,95.6,0.3,5.9,5.5,54.53
3.0,78.3,7.0,8.5,6.7,68.76
9.8,88.5,5.4,7.2,4.9,97.73
9.6,35.9,5.3,7.7,7.0,73.2
8.3,70.2,4.9,6.4,0.3,100.0
3.3,64.9,6.8,9.8,7.6,70.49
7.1,67.4,3.8,7.4,0.3,77.36
4.3,39.7,7.0,9.6,4.6,70.43
1.1,79.5,2.9,4.0,1.5,45.58
11.0,67.7,7.4,7.4,8.2,97.74
1.6,84.7,5.6,8.3,3.1,75.96
11.4,66.5,2.1,8.5,4.5,83.38
5.4,44.7,4.5,9.4,4.3,64.3
2.2,77.1,4.3,4.0,7.7,42.53
6.5,46.2,1.1,4.0,4.8,42.31
10.5,91.7,4.7,6.8,7.9,84.29
8.8,74.9,2.5,4.2,0.7,74.12
9.7,45.2,0.4,9.8,1.9,60.27
7.9,97.6,7.6,5.3,5.5,100.0
8.3,68.7,5.1,6.8,9.5,70.33
10.2,39.7,7.0,4.4,0.7,98.21
3.0,75.7,5.4,7.1,0.4,84.82
5.9,51.5,2.9,6.3,1.6,57.65
2.7,87.2,4.1,4.3,6.4,42.54
11.9,88.2,5.4,6.0,4.0,100.0
11.3,98.6,7.7,6.3,8.3,100.0
0.5,67.6,2.0,9.9,0.7,44.7
8.5,64.6,7.0,5.2,2.0,97.81
11.1,84.0,7.4,7.3,3.0,100.0
2.2,43.6,5.4,9.9,6.3,47.92
6.8,70.5,7.5,8.8,6.9,84.61
11.0,70.5,3.2,10.0,1.2,88.87
0.4,40.8,7.6,9.8,9.4,42.32
8.4,62.2,5.6,6.9,3.4,83.45
3.6,90.5,0.3,8.2,7.1,45.46
11.1,90.6,7.3,4.7,5.2,100.0
11.7,41.5,3.9,6.6,2.2,90.62
11.3,40.9,3.7,8.9,8.5,57.57
5.7,52.1,4.5,7.0,8.2,48.74
10.3,91.9,1.2,8.2,4.0,86.54
10.1,43.4,3.8,8.5,5.9,72.35
3.8,81.8,6.6,5.5,2.6,84.26
9.9,41.6,0.1,9.3,6.9,43.54
0.4,75.5,2.2,6.8,3.1,46.98
7.2,58.1,0.0,5.3,8.4,31.34
2.8,86.3,3.3,9.2,2.2,66.02
1.4,50.2,5.8,6.5,0.1,69.83
0.9,76.5,6.4,8.5,2.7,77.08
8.4,50.3,7.6,7.3,1.9,100.0
4.1,81.4,4.9,6.3,5.1,76.88
8.7,91.8,2.0,8.9,2.0,95.06
0.8,43.2,7.4,7.5,7.6,43.54
3.8,91.3,6.2,6.3,2.4,84.26
6.5,73.6,4.6,4.7,7.1,61.06
9.5,43.3,5.6,9.4,5.8,92.7
3.8,62.8,7.4,4.2,9.9,58.4
7.5,45.5,5.7,9.2,10.0,61.88
10.6,80.5,2.9,6.2,8.7,75.76
7.4,84.3,5.7,7.8,7.6,74.24
2.8,41.9,0.3,9.5,3.9,35.92
0.3,67.9,3.1,4.9,7.5,23.08
10.4,88.0,3.3,7.4,9.6,66.46
0.3,95.9,1.3,8.6,0.2,61.79
10.5,68.4,0.2,8.5,5.4,72.28
6.3,96.8,1.1,7.2,2.2,74.67
11.3,69.8,5.2,7.7,5.6,93.32
9.6,60.6,6.4,8.5,4.7,88.18
12.0,90.1,7.9,9.0,5.8,100.0
4.2,67.0,2.8,8.6,5.5,50.1
9.2,65.7,4.8,6.1,9.6,66.03
4.8,66.9,7.5,10.0,5.5,89.0
5.8,90.0,1.3,6.6,8.5,54.2
7.5,89.1,5.7,4.1,3.2,80.04
10.5,61.2,6.0,6.2,4.4,89.15
11.8,56.7,0.7,4.8,4.7,62.44
9.2,67.0,6.9,4.7,2.8,83.09
5.0,72.2,6.5,5.7,3.8,80.6
5.1,50.5,0.3,4.3,6.0,28.94
8.9,86.6,0.7,8.1,5.8,67.64
2.9,66.6,0.4,4.4,6.4,33.24
1.3,56.7,2.7,5.2,3.5,38.89
4.3,41.9,4.1,4.6,3.2,49.81
3.4,50.5,4.3,4.4,6.1,46.14
3.6,96.7,2.1,5.6,1.3,71.34
2.8,54.8,7.3,7.4,2.5,75.66
0.5,46.0,2.9,9.8,0.4,54.45
0.2,64.9,0.4,9.3,0.7,41.29
11.9,55.0,2.4,9.3,2.4,89.84
5.1,37.3,4.2,5.1,0.2,64.62
4.6,56.0,3.3,5.6,2.5,54.43
8.2,70.4,2.2,4.5,6.5,55.1
2.6,70.9,1.1,8.7,0.6,63.2
11.4,58.2,6.6,4.4,4.4,100.0
9.4,64.1,8.0,7.3,9.1,95.3
1.1,97.8,2.6,5.5,7.9,32.31
5.0,59.5,3.1,5.5,3.1,50.93
10.5,51.8,4.9,9.9,9.2,70.88
11.3,50.8,5.7,8.5,3.3,99.25
5.6,64.8,3.1,9.0,0.7,62.44
7.4,84.4,7.2,7.4,9.9,77.3
2.0,48.4,4.5,9.2,8.7,46.78
11.9,81.1,3.6,7.9,4.7,100.0
2.8,36.4,5.2,9.7,6.7,46.69
11.3,62.2,7.6,5.7,6.7,94.1
7.8,85.4,6.4,7.6,1.9,100.0
7.3,57.0,0.3,8.1,2.0,65.53
6.2,71.6,2.7,6.4,4.7,59.39
2.8,48.3,3.8,9.3,9.1,37.23
2.1,83.2,2.5,9.9,0.1,66.69
2.6,38.4,5.6,7.0,7.8,35.78
2.2,90.4,6.6,6.3,0.6,83.14
9.4,47.9,5.9,6.8,4.8,81.59
4.2,91.8,7.9,9.1,6.4,81.13
0.7,57.9,2.2,7.9,6.9,32.4
11.6,82.0,7.0,4.3,0.6,100.0
10.6,55.7,6.1,7.3,4.2,97.87
11.1,93.9,2.9,4.1,5.8,78.72
11.9,43.2,5.9,8.7,0.7,97.6
2.1,46.6,0.8,6.0,1.4,38.85
4.8,67.0,6.3,6.8,6.6,64.63
9.1,40.3,4.3,8.8,5.2,69.55
8.4,47.7,2.3,4.3,1.6,59.31
1.8,96.3,5.2,5.0,5.4,59.33
9.8,98.5,5.1,6.4,9.1,92.56
2.7,59.5,1.7,5.4,0.2,47.8
2.7,95.0,0.2,6.0,6.4,32.4
6.4,70.4,3.5,10.0,0.7,88.9
7.1,52.5,4.6,9.0,0.1,88.34
7.0,80.7,7.0,9.3,1.5,94.75
1.1,77.8,7.4,9.6,4.2,78.54
10.5,99.3,4.2,6.0,8.0,96.4
3.2,52.2,6.0,5.8,2.8,51.27
1.6,78.7,3.5,5.4,6.3,37.17
10.7,38.4,6.0,9.0,4.1,77.7
11.5,42.4,1.6,8.1,2.3,77.76
10.3,35.3,3.0,5.4,5.1,69.01
9.7,100.0,5.1,6.3,8.0,88.43
7.9,87.1,0.1,7.0,8.3,58.64
6.6,86.1,5.8,7.2,8.5,78.59
1.0,68.1,6.7,9.3,3.4,78.25
4.9,54.5,3.2,6.3,7.9,49.38
4.5,44.8,3.6,9.5,2.1,62.37
3.1,53.5,6.8,6.6,7.4,56.46
8.7,59.4,6.2,8.5,9.5,70.75
6.0,84.2,2.3,9.6,0.1,82.72
1.0,70.1,2.6,9.4,4.4,47.44
2.6,40.0,5.4,4.3,6.5,40.08
8.2,36.2,4.5,5.2,7.0,64.08
0.9,41.7,1.3,6.9,1.8,31.44
10.2,61.7,2.5,6.6,9.7,54.33
5.9,95.7,7.2,7.8,6.2,85.75
5.8,76.4,5.5,9.7,1.6,95.32
7.1,87.1,7.9,4.7,0.2,100.0
9.9,65.3,6.1,6.7,7.8,81.95
4.2,58.5,7.5,5.2,0.8,89.41
8.1,42.0,1.7,9.4,1.4,71.66
6.8,91.9,6.2,9.8,5.7,92.49
3.2,85.9,0.2,6.9,6.0,39.49
10.5,45.9,5.4,4.6,6.9,68.42
9.6,68.3,3.8,8.7,3.9,82.72
7.9,66.7,2.8,8.2,7.7,61.27
10.2,75.6,6.9,6.1,9.7,86.22
10.4,96.5,6.8,9.3,2.7,100.0
8.5,72.7,0.2,9.9,7.0,59.71
10.0,70.1,4.9,7.3,9.3,82.5
8.4,38.3,2.9,7.4,6.9,63.63
8.2,39.1,3.3,5.8,6.8,58.16
7.4,47.2,6.7,7.5,2.2,94.14
9.0,37.1,2.5,6.6,5.4,53.53
1.9,83.3,7.5,5.8,5.6,63.31
10.6,82.0,1.4,4.4,7.0,68.49
10.5,43.8,5.3,5.5,10.0,58.12
0.4,89.3,5.4,5.2,0.3,67.9
9.9,45.1,2.0,7.3,0.7,81.74
